geo,nace_r2,year,activity,country
LU,C2434,2022,Cold drawing of wire,Luxembourg
LU,C2434,2023,Cold drawing of wire,Luxembourg
LU,C2434,2024,Cold drawing of wire,Luxembourg
LU,C2444,2021,Copper production,Luxembourg
LU,C2444,2022,Copper production,Luxembourg
LU,C2444,2023,Copper production,Luxembourg
LU,C2444,2024,Copper production,Luxembourg
LU,C2529,2021,"Manufacture of other tanks, reservoirs and containers of metal",Luxembourg
LU,C2529,2022,"Manufacture of other tanks, reservoirs and containers of metal",Luxembourg
LU,C2529,2023,"Manufacture of other tanks, reservoirs and containers of metal",Luxembourg
LU,C2529,2024,"Manufacture of other tanks, reservoirs and containers of metal",Luxembourg
LU,C2540,2021,Manufacture of weapons and ammunition,Luxembourg
LU,C2540,2022,Manufacture of weapons and ammunition,Luxembourg
LU,C2540,2023,Manufacture of weapons and ammunition,Luxembourg
LU,C2540,2024,Manufacture of weapons and ammunition,Luxembourg
LU,C2550,2021,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Luxembourg
LU,C2550,2022,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Luxembourg
LU,C2550,2023,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Luxembourg
LU,C2550,2024,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Luxembourg
LU,C2561,2021,Treatment and coating of metals,Luxembourg
LU,C2561,2022,Treatment and coating of metals,Luxembourg
LU,C2562,2021,Machining,Luxembourg
LU,C2562,2022,Machining,Luxembourg
LU,C2571,2021,Manufacture of cutlery,Luxembourg
LU,C2571,2022,Manufacture of cutlery,Luxembourg
LU,C2571,2023,Manufacture of cutlery,Luxembourg
LU,C2571,2024,Manufacture of cutlery,Luxembourg
LU,C2572,2021,Manufacture of locks and hinges,Luxembourg
LU,C2572,2022,Manufacture of locks and hinges,Luxembourg
LU,C2572,2023,Manufacture of locks and hinges,Luxembourg
LU,C2572,2024,Manufacture of locks and hinges,Luxembourg
LU,C2573,2021,Manufacture of tools,Luxembourg
LU,C2573,2022,Manufacture of tools,Luxembourg
LU,C2573,2023,Manufacture of tools,Luxembourg
LU,C2573,2024,Manufacture of tools,Luxembourg
LU,C2591,2021,Manufacture of steel drums and similar containers,Luxembourg
LU,C2591,2022,Manufacture of steel drums and similar containers,Luxembourg
LU,C2591,2023,Manufacture of steel drums and similar containers,Luxembourg
LU,C2591,2024,Manufacture of steel drums and similar containers,Luxembourg
LU,C2594,2021,Manufacture of fasteners and screw machine products,Luxembourg
LU,C2594,2022,Manufacture of fasteners and screw machine products,Luxembourg
LU,C2594,2023,Manufacture of fasteners and screw machine products,Luxembourg
LU,C2594,2024,Manufacture of fasteners and screw machine products,Luxembourg
LU,C2599,2021,Manufacture of other fabricated metal products n.e.c.,Luxembourg
LU,C2599,2022,Manufacture of other fabricated metal products n.e.c.,Luxembourg
LU,C2599,2023,Manufacture of other fabricated metal products n.e.c.,Luxembourg
LU,C2599,2024,Manufacture of other fabricated metal products n.e.c.,Luxembourg
LU,C2611,2023,Manufacture of electronic components,Luxembourg
LU,C2611,2024,Manufacture of electronic components,Luxembourg
LU,C2620,2021,Manufacture of computers and peripheral equipment,Luxembourg
LU,C2620,2022,Manufacture of computers and peripheral equipment,Luxembourg
LU,C2620,2023,Manufacture of computers and peripheral equipment,Luxembourg
LU,C2620,2024,Manufacture of computers and peripheral equipment,Luxembourg
LU,C2630,2021,Manufacture of communication equipment,Luxembourg
LU,C2630,2022,Manufacture of communication equipment,Luxembourg
LU,C2630,2023,Manufacture of communication equipment,Luxembourg
LU,C2630,2024,Manufacture of communication equipment,Luxembourg
LU,C2651,2021,"Manufacture of instruments and appliances for measuring, testing and navigation",Luxembourg
LU,C2651,2022,"Manufacture of instruments and appliances for measuring, testing and navigation",Luxembourg
LU,C2651,2023,"Manufacture of instruments and appliances for measuring, testing and navigation",Luxembourg
LU,C2651,2024,"Manufacture of instruments and appliances for measuring, testing and navigation",Luxembourg
LU,C2652,2021,Manufacture of watches and clocks,Luxembourg
LU,C2652,2022,Manufacture of watches and clocks,Luxembourg
LU,C2652,2023,Manufacture of watches and clocks,Luxembourg
LU,C2652,2024,Manufacture of watches and clocks,Luxembourg
LU,C2660,2021,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",Luxembourg
LU,C2660,2022,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",Luxembourg
LU,C2660,2023,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",Luxembourg
LU,C2660,2024,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",Luxembourg
LU,C2670,2021,Manufacture of optical instruments and photographic equipment,Luxembourg
LU,C2670,2022,Manufacture of optical instruments and photographic equipment,Luxembourg
LU,C2670,2023,Manufacture of optical instruments and photographic equipment,Luxembourg
LU,C2670,2024,Manufacture of optical instruments and photographic equipment,Luxembourg
LU,C2711,2021,"Manufacture of electric motors, generators and transformers",Luxembourg
LU,C2711,2022,"Manufacture of electric motors, generators and transformers",Luxembourg
LU,C2711,2023,"Manufacture of electric motors, generators and transformers",Luxembourg
LU,C2711,2024,"Manufacture of electric motors, generators and transformers",Luxembourg
LU,C2712,2021,Manufacture of electricity distribution and control apparatus,Luxembourg
LU,C2712,2022,Manufacture of electricity distribution and control apparatus,Luxembourg
LU,C2712,2023,Manufacture of electricity distribution and control apparatus,Luxembourg
LU,C2712,2024,Manufacture of electricity distribution and control apparatus,Luxembourg
LU,C2720,2021,Manufacture of batteries and accumulators,Luxembourg
LU,C2720,2022,Manufacture of batteries and accumulators,Luxembourg
LU,C2720,2023,Manufacture of batteries and accumulators,Luxembourg
LU,C2720,2024,Manufacture of batteries and accumulators,Luxembourg
LU,C2811,2021,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Luxembourg
LU,C2811,2024,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Luxembourg
LU,C2812,2021,Manufacture of fluid power equipment,Luxembourg
LU,C2812,2022,Manufacture of fluid power equipment,Luxembourg
LU,C2812,2023,Manufacture of fluid power equipment,Luxembourg
LU,C2812,2024,Manufacture of fluid power equipment,Luxembourg
LU,C2813,2023,Manufacture of other pumps and compressors,Luxembourg
LU,C2813,2024,Manufacture of other pumps and compressors,Luxembourg
LU,C2814,2021,Manufacture of other taps and valves,Luxembourg
LU,C2814,2022,Manufacture of other taps and valves,Luxembourg
LU,C2814,2023,Manufacture of other taps and valves,Luxembourg
LU,C2814,2024,Manufacture of other taps and valves,Luxembourg
LU,C2821,2021,"Manufacture of ovens, furnaces and furnace burners",Luxembourg
LU,C2821,2022,"Manufacture of ovens, furnaces and furnace burners",Luxembourg
LU,C2821,2023,"Manufacture of ovens, furnaces and furnace burners",Luxembourg
LU,C2821,2024,"Manufacture of ovens, furnaces and furnace burners",Luxembourg
LU,C2822,2021,Manufacture of lifting and handling equipment,Luxembourg
LU,C2822,2022,Manufacture of lifting and handling equipment,Luxembourg
LU,C2822,2023,Manufacture of lifting and handling equipment,Luxembourg
LU,C2822,2024,Manufacture of lifting and handling equipment,Luxembourg
LU,C2825,2021,Manufacture of non-domestic cooling and ventilation equipment,Luxembourg
LU,C2825,2022,Manufacture of non-domestic cooling and ventilation equipment,Luxembourg
LU,C2825,2023,Manufacture of non-domestic cooling and ventilation equipment,Luxembourg
LU,C2825,2024,Manufacture of non-domestic cooling and ventilation equipment,Luxembourg
LU,C2830,2021,Manufacture of agricultural and forestry machinery,Luxembourg
LU,C2830,2022,Manufacture of agricultural and forestry machinery,Luxembourg
LU,C2830,2023,Manufacture of agricultural and forestry machinery,Luxembourg
LU,C2830,2024,Manufacture of agricultural and forestry machinery,Luxembourg
LU,C2841,2021,Manufacture of metal forming machinery,Luxembourg
LU,C2841,2022,Manufacture of metal forming machinery,Luxembourg
LU,C2841,2023,Manufacture of metal forming machinery,Luxembourg
LU,C2841,2024,Manufacture of metal forming machinery,Luxembourg
LU,C2849,2021,Manufacture of other machine tools,Luxembourg
LU,C2849,2022,Manufacture of other machine tools,Luxembourg
LU,C2849,2023,Manufacture of other machine tools,Luxembourg
LU,C2849,2024,Manufacture of other machine tools,Luxembourg
LU,C2891,2021,Manufacture of machinery for metallurgy,Luxembourg
LU,C2891,2022,Manufacture of machinery for metallurgy,Luxembourg
LU,C2891,2023,Manufacture of machinery for metallurgy,Luxembourg
LU,C2891,2024,Manufacture of machinery for metallurgy,Luxembourg
LU,C2892,2021,"Manufacture of machinery for mining, quarrying and construction",Luxembourg
LU,C2892,2022,"Manufacture of machinery for mining, quarrying and construction",Luxembourg
LU,C2892,2023,"Manufacture of machinery for mining, quarrying and construction",Luxembourg
LU,C2892,2024,"Manufacture of machinery for mining, quarrying and construction",Luxembourg
LU,C2893,2021,"Manufacture of machinery for food, beverage and tobacco processing",Luxembourg
LU,C2893,2022,"Manufacture of machinery for food, beverage and tobacco processing",Luxembourg
LU,C2893,2023,"Manufacture of machinery for food, beverage and tobacco processing",Luxembourg
LU,C2893,2024,"Manufacture of machinery for food, beverage and tobacco processing",Luxembourg
LU,C2896,2021,Manufacture of plastics and rubber machinery,Luxembourg
LU,C2896,2022,Manufacture of plastics and rubber machinery,Luxembourg
LU,C2896,2023,Manufacture of plastics and rubber machinery,Luxembourg
LU,C2896,2024,Manufacture of plastics and rubber machinery,Luxembourg
LU,C2899,2021,Manufacture of other special-purpose machinery n.e.c.,Luxembourg
LU,C2899,2022,Manufacture of other special-purpose machinery n.e.c.,Luxembourg
LU,C2899,2023,Manufacture of other special-purpose machinery n.e.c.,Luxembourg
LU,C2899,2024,Manufacture of other special-purpose machinery n.e.c.,Luxembourg
LU,C2920,2021,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,Luxembourg
LU,C2920,2022,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,Luxembourg
LU,C2920,2023,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,Luxembourg
LU,C2920,2024,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,Luxembourg
LU,C2932,2021,Manufacture of other parts and accessories for motor vehicles,Luxembourg
LU,C2932,2022,Manufacture of other parts and accessories for motor vehicles,Luxembourg
LU,C2932,2023,Manufacture of other parts and accessories for motor vehicles,Luxembourg
LU,C2932,2024,Manufacture of other parts and accessories for motor vehicles,Luxembourg
LU,C3030,2021,Manufacture of air and spacecraft and related machinery,Luxembourg
LU,C3030,2022,Manufacture of air and spacecraft and related machinery,Luxembourg
LU,C3030,2023,Manufacture of air and spacecraft and related machinery,Luxembourg
LU,C3030,2024,Manufacture of air and spacecraft and related machinery,Luxembourg
LU,C3091,2021,Manufacture of motorcycles,Luxembourg
LU,C3091,2022,Manufacture of motorcycles,Luxembourg
LU,C3091,2023,Manufacture of motorcycles,Luxembourg
LU,C3091,2024,Manufacture of motorcycles,Luxembourg
LU,C3101,2021,Manufacture of office and shop furniture,Luxembourg
LU,C3101,2022,Manufacture of office and shop furniture,Luxembourg
LU,C3101,2023,Manufacture of office and shop furniture,Luxembourg
LU,C3101,2024,Manufacture of office and shop furniture,Luxembourg
LU,C3103,2021,Manufacture of mattresses,Luxembourg
LU,C3103,2022,Manufacture of mattresses,Luxembourg
LU,C3103,2023,Manufacture of mattresses,Luxembourg
LU,C3103,2024,Manufacture of mattresses,Luxembourg
LU,C3109,2021,Manufacture of other furniture,Luxembourg
LU,C3109,2022,Manufacture of other furniture,Luxembourg
LU,C3109,2023,Manufacture of other furniture,Luxembourg
LU,C3109,2024,Manufacture of other furniture,Luxembourg
LU,C3212,2021,Manufacture of jewellery and related articles,Luxembourg
LU,C3212,2022,Manufacture of jewellery and related articles,Luxembourg
LU,C3212,2023,Manufacture of jewellery and related articles,Luxembourg
LU,C3212,2024,Manufacture of jewellery and related articles,Luxembourg
LU,C3213,2021,Manufacture of imitation jewellery and related articles,Luxembourg
LU,C3213,2022,Manufacture of imitation jewellery and related articles,Luxembourg
LU,C3213,2023,Manufacture of imitation jewellery and related articles,Luxembourg
LU,C3213,2024,Manufacture of imitation jewellery and related articles,Luxembourg
LU,C3220,2022,Manufacture of musical instruments,Luxembourg
LU,C3220,2023,Manufacture of musical instruments,Luxembourg
LU,C3220,2024,Manufacture of musical instruments,Luxembourg
LU,C3230,2023,Manufacture of sports goods,Luxembourg
LU,C3230,2024,Manufacture of sports goods,Luxembourg
LU,C3240,2021,Manufacture of games and toys,Luxembourg
LU,C3240,2022,Manufacture of games and toys,Luxembourg
LU,C3240,2023,Manufacture of games and toys,Luxembourg
LU,C3240,2024,Manufacture of games and toys,Luxembourg
LU,C3299,2021,Other manufacturing n.e.c.,Luxembourg
LU,C3299,2022,Other manufacturing n.e.c.,Luxembourg
LU,C3299,2023,Other manufacturing n.e.c.,Luxembourg
LU,C3299,2024,Other manufacturing n.e.c.,Luxembourg
LU,C3311,2021,Repair of fabricated metal products,Luxembourg
LU,C3311,2022,Repair of fabricated metal products,Luxembourg
LU,C3311,2023,Repair of fabricated metal products,Luxembourg
LU,C3311,2024,Repair of fabricated metal products,Luxembourg
LU,C3312,2023,Repair of machinery,Luxembourg
LU,C3312,2024,Repair of machinery,Luxembourg
LU,C3314,2021,Repair of electrical equipment,Luxembourg
LU,C3314,2022,Repair of electrical equipment,Luxembourg
LU,C3314,2023,Repair of electrical equipment,Luxembourg
LU,C3314,2024,Repair of electrical equipment,Luxembourg
LU,C3316,2021,Repair and maintenance of aircraft and spacecraft,Luxembourg
LU,C3316,2022,Repair and maintenance of aircraft and spacecraft,Luxembourg
LU,C3316,2023,Repair and maintenance of aircraft and spacecraft,Luxembourg
LU,C3316,2024,Repair and maintenance of aircraft and spacecraft,Luxembourg
LU,C3317,2021,Repair and maintenance of other transport equipment,Luxembourg
LU,C3317,2022,Repair and maintenance of other transport equipment,Luxembourg
LU,C3317,2023,Repair and maintenance of other transport equipment,Luxembourg
LU,C3317,2024,Repair and maintenance of other transport equipment,Luxembourg
LU,C3319,2021,Repair of other equipment,Luxembourg
LU,C3319,2022,Repair of other equipment,Luxembourg
LU,C3319,2023,Repair of other equipment,Luxembourg
LU,C3319,2024,Repair of other equipment,Luxembourg
LU,D3513,2021,Distribution of electricity,Luxembourg
LU,D3513,2022,Distribution of electricity,Luxembourg
LU,D3513,2023,Distribution of electricity,Luxembourg
LU,D3513,2024,Distribution of electricity,Luxembourg
LU,D3514,2021,Trade of electricity,Luxembourg
LU,D3514,2022,Trade of electricity,Luxembourg
LU,D3514,2023,Trade of electricity,Luxembourg
LU,D3514,2024,Trade of electricity,Luxembourg
LU,D3521,2021,Manufacture of gas,Luxembourg
LU,D3521,2022,Manufacture of gas,Luxembourg
LU,D3521,2023,Manufacture of gas,Luxembourg
LU,D3521,2024,Manufacture of gas,Luxembourg
LU,D3522,2021,Distribution of gaseous fuels through mains,Luxembourg
LU,D3522,2022,Distribution of gaseous fuels through mains,Luxembourg
LU,D3522,2023,Distribution of gaseous fuels through mains,Luxembourg
