geo,nace_r2,year,activity,country
LT,C1396,2022,Manufacture of other technical and industrial textiles,Lithuania
LT,C1811,2024,Printing of newspapers,Lithuania
LT,C1820,2024,Reproduction of recorded media,Lithuania
LT,C1920,2021,Manufacture of refined petroleum products,Lithuania
LT,C1920,2022,Manufacture of refined petroleum products,Lithuania
LT,C1920,2023,Manufacture of refined petroleum products,Lithuania
LT,C1920,2024,Manufacture of refined petroleum products,Lithuania
LT,C2011,2024,Manufacture of industrial gases,Lithuania
LT,C2012,2021,Manufacture of dyes and pigments,Lithuania
LT,C2012,2022,Manufacture of dyes and pigments,Lithuania
LT,C2012,2023,Manufacture of dyes and pigments,Lithuania
LT,C2012,2024,Manufacture of dyes and pigments,Lithuania
LT,C2013,2021,Manufacture of other inorganic basic chemicals,Lithuania
LT,C2013,2024,Manufacture of other inorganic basic chemicals,Lithuania
LT,C2016,2022,Manufacture of plastics in primary forms,Lithuania
LT,C2016,2023,Manufacture of plastics in primary forms,Lithuania
LT,C2020,2023,Manufacture of pesticides and other agrochemical products,Lithuania
LT,C2020,2024,Manufacture of pesticides and other agrochemical products,Lithuania
LT,C2051,2022,Manufacture of explosives,Lithuania
LT,C2051,2023,Manufacture of explosives,Lithuania
LT,C2051,2024,Manufacture of explosives,Lithuania
LT,C2052,2024,Manufacture of glues,Lithuania
LT,C2053,2021,Manufacture of essential oils,Lithuania
LT,C2053,2022,Manufacture of essential oils,Lithuania
LT,C2053,2023,Manufacture of essential oils,Lithuania
LT,C2060,2021,Manufacture of man-made fibres,Lithuania
LT,C2060,2023,Manufacture of man-made fibres,Lithuania
LT,C2060,2024,Manufacture of man-made fibres,Lithuania
LT,C2120,2021,Manufacture of pharmaceutical preparations,Lithuania
LT,C2120,2022,Manufacture of pharmaceutical preparations,Lithuania
LT,C2120,2023,Manufacture of pharmaceutical preparations,Lithuania
LT,C2120,2024,Manufacture of pharmaceutical preparations,Lithuania
LT,C2311,2021,Manufacture of flat glass,Lithuania
LT,C2311,2022,Manufacture of flat glass,Lithuania
LT,C2313,2022,Manufacture of hollow glass,Lithuania
LT,C2314,2021,Manufacture of glass fibres,Lithuania
LT,C2320,2021,Manufacture of refractory products,Lithuania
LT,C2342,2022,Manufacture of ceramic sanitary fixtures,Lithuania
LT,C2349,2022,Manufacture of other ceramic products,Lithuania
LT,C2351,2021,Manufacture of cement,Lithuania
LT,C2351,2022,Manufacture of cement,Lithuania
LT,C2351,2023,Manufacture of cement,Lithuania
LT,C2351,2024,Manufacture of cement,Lithuania
LT,C2352,2021,Manufacture of lime and plaster,Lithuania
LT,C2352,2022,Manufacture of lime and plaster,Lithuania
LT,C2352,2023,Manufacture of lime and plaster,Lithuania
LT,C2352,2024,Manufacture of lime and plaster,Lithuania
LT,C2362,2021,Manufacture of plaster products for construction purposes,Lithuania
LT,C2362,2022,Manufacture of plaster products for construction purposes,Lithuania
LT,C2364,2023,Manufacture of mortars,Lithuania
LT,C2364,2024,Manufacture of mortars,Lithuania
LT,C2365,2021,Manufacture of fibre cement,Lithuania
LT,C2365,2022,Manufacture of fibre cement,Lithuania
LT,C2365,2023,Manufacture of fibre cement,Lithuania
LT,C2365,2024,Manufacture of fibre cement,Lithuania
LT,C2420,2021,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",Lithuania
LT,C2420,2022,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",Lithuania
LT,C2420,2024,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",Lithuania
LT,C2432,2021,Cold rolling of narrow strip,Lithuania
LT,C2432,2022,Cold rolling of narrow strip,Lithuania
LT,C2432,2023,Cold rolling of narrow strip,Lithuania
LT,C2432,2024,Cold rolling of narrow strip,Lithuania
LT,C2433,2021,Cold forming or folding,Lithuania
LT,C2433,2022,Cold forming or folding,Lithuania
LT,C2433,2023,Cold forming or folding,Lithuania
LT,C2433,2024,Cold forming or folding,Lithuania
LT,C2434,2021,Cold drawing of wire,Lithuania
LT,C2434,2022,Cold drawing of wire,Lithuania
LT,C2434,2023,Cold drawing of wire,Lithuania
LT,C2434,2024,Cold drawing of wire,Lithuania
LT,C2441,2021,Precious metals production,Lithuania
LT,C2441,2022,Precious metals production,Lithuania
LT,C2441,2023,Precious metals production,Lithuania
LT,C2441,2024,Precious metals production,Lithuania
LT,C2442,2022,Aluminium production,Lithuania
LT,C2442,2023,Aluminium production,Lithuania
LT,C2451,2021,Casting of iron,Lithuania
LT,C2451,2022,Casting of iron,Lithuania
LT,C2451,2023,Casting of iron,Lithuania
LT,C2451,2024,Casting of iron,Lithuania
LT,C2454,2021,Casting of other non-ferrous metals,Lithuania
LT,C2454,2022,Casting of other non-ferrous metals,Lithuania
LT,C2454,2023,Casting of other non-ferrous metals,Lithuania
LT,C2454,2024,Casting of other non-ferrous metals,Lithuania
LT,C2571,2021,Manufacture of cutlery,Lithuania
LT,C2573,2021,Manufacture of tools,Lithuania
LT,C2591,2021,Manufacture of steel drums and similar containers,Lithuania
LT,C2592,2021,Manufacture of light metal packaging,Lithuania
LT,C2720,2024,Manufacture of batteries and accumulators,Lithuania
LT,C2732,2024,Manufacture of other electronic and electric wires and cables,Lithuania
LT,C2814,2024,Manufacture of other taps and valves,Lithuania
LT,C2815,2024,"Manufacture of bearings, gears, gearing and driving elements",Lithuania
LT,C2823,2021,Manufacture of office machinery and equipment (except computers and peripheral equipment),Lithuania
LT,C2823,2022,Manufacture of office machinery and equipment (except computers and peripheral equipment),Lithuania
LT,C2823,2023,Manufacture of office machinery and equipment (except computers and peripheral equipment),Lithuania
LT,C2823,2024,Manufacture of office machinery and equipment (except computers and peripheral equipment),Lithuania
LT,C2824,2021,Manufacture of power-driven hand tools,Lithuania
LT,C2824,2022,Manufacture of power-driven hand tools,Lithuania
LT,C2824,2023,Manufacture of power-driven hand tools,Lithuania
LT,C2824,2024,Manufacture of power-driven hand tools,Lithuania
LT,C2891,2021,Manufacture of machinery for metallurgy,Lithuania
LT,C2891,2022,Manufacture of machinery for metallurgy,Lithuania
LT,C2891,2023,Manufacture of machinery for metallurgy,Lithuania
LT,C2891,2024,Manufacture of machinery for metallurgy,Lithuania
LT,C2895,2021,Manufacture of machinery for paper and paperboard production,Lithuania
LT,C2895,2022,Manufacture of machinery for paper and paperboard production,Lithuania
LT,C2895,2024,Manufacture of machinery for paper and paperboard production,Lithuania
LT,C2896,2021,Manufacture of plastics and rubber machinery,Lithuania
LT,C2896,2022,Manufacture of plastics and rubber machinery,Lithuania
LT,C2896,2023,Manufacture of plastics and rubber machinery,Lithuania
LT,C2896,2024,Manufacture of plastics and rubber machinery,Lithuania
LT,C3012,2021,Building of pleasure and sporting boats,Lithuania
LT,C3012,2022,Building of pleasure and sporting boats,Lithuania
LT,C3012,2023,Building of pleasure and sporting boats,Lithuania
LT,C3020,2021,Manufacture of railway locomotives and rolling stock,Lithuania
LT,C3020,2022,Manufacture of railway locomotives and rolling stock,Lithuania
LT,C3020,2023,Manufacture of railway locomotives and rolling stock,Lithuania
LT,C3020,2024,Manufacture of railway locomotives and rolling stock,Lithuania
LT,C3030,2021,Manufacture of air and spacecraft and related machinery,Lithuania
LT,C3030,2022,Manufacture of air and spacecraft and related machinery,Lithuania
LT,C3030,2023,Manufacture of air and spacecraft and related machinery,Lithuania
LT,C3030,2024,Manufacture of air and spacecraft and related machinery,Lithuania
LT,C3091,2021,Manufacture of motorcycles,Lithuania
LT,C3091,2022,Manufacture of motorcycles,Lithuania
LT,C3091,2024,Manufacture of motorcycles,Lithuania
LT,C3099,2021,Manufacture of other transport equipment n.e.c.,Lithuania
LT,C3099,2022,Manufacture of other transport equipment n.e.c.,Lithuania
LT,C3099,2024,Manufacture of other transport equipment n.e.c.,Lithuania
LT,C3211,2021,Striking of coins,Lithuania
LT,C3211,2022,Striking of coins,Lithuania
LT,C3211,2023,Striking of coins,Lithuania
LT,C3211,2024,Striking of coins,Lithuania
LT,C3212,2021,Manufacture of jewellery and related articles,Lithuania
LT,C3212,2022,Manufacture of jewellery and related articles,Lithuania
LT,C3212,2023,Manufacture of jewellery and related articles,Lithuania
LT,C3212,2024,Manufacture of jewellery and related articles,Lithuania
LT,C3220,2021,Manufacture of musical instruments,Lithuania
LT,C3220,2022,Manufacture of musical instruments,Lithuania
LT,C3220,2023,Manufacture of musical instruments,Lithuania
LT,C3220,2024,Manufacture of musical instruments,Lithuania
LT,C3250,2021,Manufacture of medical and dental instruments and supplies,Lithuania
LT,C3250,2022,Manufacture of medical and dental instruments and supplies,Lithuania
LT,C3250,2023,Manufacture of medical and dental instruments and supplies,Lithuania
LT,C3250,2024,Manufacture of medical and dental instruments and supplies,Lithuania
LT,C3291,2021,Manufacture of brooms and brushes,Lithuania
LT,C3291,2022,Manufacture of brooms and brushes,Lithuania
LT,C3291,2023,Manufacture of brooms and brushes,Lithuania
LT,C3291,2024,Manufacture of brooms and brushes,Lithuania
LT,C3299,2021,Other manufacturing n.e.c.,Lithuania
LT,C3299,2022,Other manufacturing n.e.c.,Lithuania
LT,C3299,2023,Other manufacturing n.e.c.,Lithuania
LT,C3299,2024,Other manufacturing n.e.c.,Lithuania
LT,D3522,2021,Distribution of gaseous fuels through mains,Lithuania
LT,D3522,2022,Distribution of gaseous fuels through mains,Lithuania
LT,D3522,2023,Distribution of gaseous fuels through mains,Lithuania
LT,D3522,2024,Distribution of gaseous fuels through mains,Lithuania
LT,D3523,2021,Trade of gas through mains,Lithuania
LT,D3523,2022,Trade of gas through mains,Lithuania
LT,D3523,2023,Trade of gas through mains,Lithuania
LT,D3523,2024,Trade of gas through mains,Lithuania
LT,H4920,2021,Freight rail transport,Lithuania
LT,H4920,2022,Freight rail transport,Lithuania
LT,H4920,2023,Freight rail transport,Lithuania
LT,H4920,2024,Freight rail transport,Lithuania
LT,H4950,2021,Transport via pipeline,Lithuania
LT,H4950,2022,Transport via pipeline,Lithuania
LT,H4950,2023,Transport via pipeline,Lithuania
LT,H4950,2024,Transport via pipeline,Lithuania
LT,H5110,2021,Passenger air transport,Lithuania
LT,H5121,2021,Freight air transport,Lithuania
LT,H5310,2021,Postal activities under universal service obligation,Lithuania
LT,H5310,2022,Postal activities under universal service obligation,Lithuania
LT,H5310,2023,Postal activities under universal service obligation,Lithuania
LT,H5310,2024,Postal activities under universal service obligation,Lithuania
LT,H5320,2021,Other postal and courier activities,Lithuania
LT,H5320,2022,Other postal and courier activities,Lithuania
LT,H5320,2023,Other postal and courier activities,Lithuania
LT,H5320,2024,Other postal and courier activities,Lithuania
LT,K6411,2021,Central banking,Lithuania
LT,K6411,2022,Central banking,Lithuania
LT,K6411,2023,Central banking,Lithuania
LT,K6411,2024,Central banking,Lithuania
LT,K6419,2021,Other monetary intermediation,Lithuania
LT,K6419,2022,Other monetary intermediation,Lithuania
LT,K6419,2023,Other monetary intermediation,Lithuania
LT,K6419,2024,Other monetary intermediation,Lithuania
LT,P8541,2022,Post-secondary non-tertiary education,Lithuania
LT,P8542,2022,Tertiary education,Lithuania
LT,Q8720,2021,"Residential care activities for mental retardation, mental health and substance abuse",Lithuania
LT,Q8790,2021,Other residential care activities,Lithuania
LT,R9103,2021,Operation of historical sites and buildings and similar visitor attractions,Lithuania
LT,R9103,2022,Operation of historical sites and buildings and similar visitor attractions,Lithuania
LT,R9104,2021,Botanical and zoological gardens and nature reserves activities,Lithuania
LT,R9104,2022,Botanical and zoological gardens and nature reserves activities,Lithuania
LU,B0811,2021,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",Luxembourg
LU,B0811,2022,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",Luxembourg
LU,B0811,2023,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",Luxembourg
LU,B0811,2024,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",Luxembourg
LU,B0812,2021,"""Operation of gravel and sand pits; mining of clays and kaolin""",Luxembourg
LU,B0812,2022,"""Operation of gravel and sand pits; mining of clays and kaolin""",Luxembourg
LU,B0812,2023,"""Operation of gravel and sand pits; mining of clays and kaolin""",Luxembourg
LU,B0812,2024,"""Operation of gravel and sand pits; mining of clays and kaolin""",Luxembourg
LU,C1011,2021,Processing and preserving of meat,Luxembourg
LU,C1011,2022,Processing and preserving of meat,Luxembourg
LU,C1011,2023,Processing and preserving of meat,Luxembourg
LU,C1011,2024,Processing and preserving of meat,Luxembourg
LU,C1013,2021,Production of meat and poultry meat products,Luxembourg
LU,C1013,2022,Production of meat and poultry meat products,Luxembourg
LU,C1013,2023,Production of meat and poultry meat products,Luxembourg
LU,C1013,2024,Production of meat and poultry meat products,Luxembourg
LU,C1032,2021,Manufacture of fruit and vegetable juice,Luxembourg
LU,C1032,2022,Manufacture of fruit and vegetable juice,Luxembourg
LU,C1032,2023,Manufacture of fruit and vegetable juice,Luxembourg
LU,C1032,2024,Manufacture of fruit and vegetable juice,Luxembourg
LU,C1039,2021,Other processing and preserving of fruit and vegetables,Luxembourg
LU,C1039,2022,Other processing and preserving of fruit and vegetables,Luxembourg
LU,C1039,2023,Other processing and preserving of fruit and vegetables,Luxembourg
LU,C1039,2024,Other processing and preserving of fruit and vegetables,Luxembourg
LU,C1041,2024,Manufacture of oils and fats,Luxembourg
LU,C1051,2021,Operation of dairies and cheese making,Luxembourg
LU,C1051,2022,Operation of dairies and cheese making,Luxembourg
LU,C1051,2023,Operation of dairies and cheese making,Luxembourg
LU,C1051,2024,Operation of dairies and cheese making,Luxembourg
LU,C1052,2021,Manufacture of ice cream,Luxembourg
LU,C1052,2022,Manufacture of ice cream,Luxembourg
LU,C1052,2023,Manufacture of ice cream,Luxembourg
LU,C1052,2024,Manufacture of ice cream,Luxembourg
LU,C1061,2021,Manufacture of grain mill products,Luxembourg
LU,C1061,2022,Manufacture of grain mill products,Luxembourg
LU,C1061,2023,Manufacture of grain mill products,Luxembourg
LU,C1061,2024,Manufacture of grain mill products,Luxembourg
LU,C1082,2021,"Manufacture of cocoa, chocolate and sugar confectionery",Luxembourg
LU,C1082,2024,"Manufacture of cocoa, chocolate and sugar confectionery",Luxembourg
LU,C1084,2021,Manufacture of condiments and seasonings,Luxembourg
LU,C1084,2022,Manufacture of condiments and seasonings,Luxembourg
LU,C1084,2023,Manufacture of condiments and seasonings,Luxembourg
LU,C1084,2024,Manufacture of condiments and seasonings,Luxembourg
LU,C1085,2021,Manufacture of prepared meals and dishes,Luxembourg
LU,C1085,2022,Manufacture of prepared meals and dishes,Luxembourg
LU,C1085,2023,Manufacture of prepared meals and dishes,Luxembourg
LU,C1085,2024,Manufacture of prepared meals and dishes,Luxembourg
LU,C1086,2021,Manufacture of homogenised food preparations and dietetic food,Luxembourg
LU,C1086,2022,Manufacture of homogenised food preparations and dietetic food,Luxembourg
LU,C1086,2023,Manufacture of homogenised food preparations and dietetic food,Luxembourg
LU,C1086,2024,Manufacture of homogenised food preparations and dietetic food,Luxembourg
LU,C1089,2021,Manufacture of other food products n.e.c.,Luxembourg
LU,C1089,2022,Manufacture of other food products n.e.c.,Luxembourg
LU,C1089,2023,Manufacture of other food products n.e.c.,Luxembourg
LU,C1089,2024,Manufacture of other food products n.e.c.,Luxembourg
LU,C1091,2021,Manufacture of prepared feeds for farm animals,Luxembourg
LU,C1091,2022,Manufacture of prepared feeds for farm animals,Luxembourg
LU,C1091,2023,Manufacture of prepared feeds for farm animals,Luxembourg
LU,C1091,2024,Manufacture of prepared feeds for farm animals,Luxembourg
LU,C1092,2024,Manufacture of prepared pet foods,Luxembourg
LU,C1101,2023,"Distilling, rectifying and blending of spirits",Luxembourg
LU,C1101,2024,"Distilling, rectifying and blending of spirits",Luxembourg
LU,C1102,2021,Manufacture of wine from grape,Luxembourg
LU,C1102,2022,Manufacture of wine from grape,Luxembourg
LU,C1102,2023,Manufacture of wine from grape,Luxembourg
LU,C1102,2024,Manufacture of wine from grape,Luxembourg
LU,C1103,2021,Manufacture of cider and other fruit wines,Luxembourg
LU,C1103,2022,Manufacture of cider and other fruit wines,Luxembourg
LU,C1103,2023,Manufacture of cider and other fruit wines,Luxembourg
LU,C1103,2024,Manufacture of cider and other fruit wines,Luxembourg
LU,C1105,2021,Manufacture of beer,Luxembourg
LU,C1105,2022,Manufacture of beer,Luxembourg
LU,C1105,2023,Manufacture of beer,Luxembourg
LU,C1105,2024,Manufacture of beer,Luxembourg
LU,C1107,2021,Manufacture of soft drinks; production of mineral waters and other bottled waters,Luxembourg
LU,C1107,2022,Manufacture of soft drinks; production of mineral waters and other bottled waters,Luxembourg
LU,C1107,2023,Manufacture of soft drinks; production of mineral waters and other bottled waters,Luxembourg
LU,C1107,2024,Manufacture of soft drinks; production of mineral waters and other bottled waters,Luxembourg
LU,C1200,2021,Manufacture of tobacco products,Luxembourg
LU,C1200,2022,Manufacture of tobacco products,Luxembourg
LU,C1200,2023,Manufacture of tobacco products,Luxembourg
LU,C1200,2024,Manufacture of tobacco products,Luxembourg
LU,C1320,2022,Weaving of textiles,Luxembourg
LU,C1330,2023,Finishing of textiles,Luxembourg
LU,C1330,2024,Finishing of textiles,Luxembourg
LU,C1393,2021,Manufacture of carpets and rugs,Luxembourg
LU,C1393,2022,Manufacture of carpets and rugs,Luxembourg
LU,C1393,2023,Manufacture of carpets and rugs,Luxembourg
LU,C1393,2024,Manufacture of carpets and rugs,Luxembourg
LU,C1395,2021,"Manufacture of non-wovens and articles made from non-wovens, except apparel",Luxembourg
LU,C1395,2022,"Manufacture of non-wovens and articles made from non-wovens, except apparel",Luxembourg
LU,C1395,2023,"Manufacture of non-wovens and articles made from non-wovens, except apparel",Luxembourg
LU,C1395,2024,"Manufacture of non-wovens and articles made from non-wovens, except apparel",Luxembourg
LU,C1396,2021,Manufacture of other technical and industrial textiles,Luxembourg
LU,C1396,2022,Manufacture of other technical and industrial textiles,Luxembourg
LU,C1396,2023,Manufacture of other technical and industrial textiles,Luxembourg
LU,C1396,2024,Manufacture of other technical and industrial textiles,Luxembourg
LU,C1399,2021,Manufacture of other textiles n.e.c.,Luxembourg
LU,C1399,2022,Manufacture of other textiles n.e.c.,Luxembourg
LU,C1399,2023,Manufacture of other textiles n.e.c.,Luxembourg
LU,C1399,2024,Manufacture of other textiles n.e.c.,Luxembourg
LU,C1413,2021,Manufacture of other outerwear,Luxembourg
LU,C1413,2022,Manufacture of other outerwear,Luxembourg
LU,C1413,2023,Manufacture of other outerwear,Luxembourg
LU,C1413,2024,Manufacture of other outerwear,Luxembourg
LU,C1419,2021,Manufacture of other wearing apparel and accessories,Luxembourg
LU,C1419,2022,Manufacture of other wearing apparel and accessories,Luxembourg
LU,C1419,2023,Manufacture of other wearing apparel and accessories,Luxembourg
LU,C1419,2024,Manufacture of other wearing apparel and accessories,Luxembourg
LU,C1512,2024,"Manufacture of luggage, handbags and the like, saddlery and harness",Luxembourg
LU,C1610,2021,Sawmilling and planing of wood,Luxembourg
LU,C1610,2022,Sawmilling and planing of wood,Luxembourg
LU,C1610,2023,Sawmilling and planing of wood,Luxembourg
LU,C1610,2024,Sawmilling and planing of wood,Luxembourg
LU,C1621,2021,Manufacture of veneer sheets and wood-based panels,Luxembourg
LU,C1621,2022,Manufacture of veneer sheets and wood-based panels,Luxembourg
LU,C1621,2023,Manufacture of veneer sheets and wood-based panels,Luxembourg
LU,C1621,2024,Manufacture of veneer sheets and wood-based panels,Luxembourg
LU,C1623,2021,Manufacture of other builders' carpentry and joinery,Luxembourg
LU,C1623,2022,Manufacture of other builders' carpentry and joinery,Luxembourg
LU,C1623,2023,Manufacture of other builders' carpentry and joinery,Luxembourg
LU,C1623,2024,Manufacture of other builders' carpentry and joinery,Luxembourg
LU,C1624,2023,Manufacture of wooden containers,Luxembourg
LU,C1624,2024,Manufacture of wooden containers,Luxembourg
LU,C1629,2022,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",Luxembourg
LU,C1629,2023,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",Luxembourg
LU,C1629,2024,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",Luxembourg
LU,C1712,2021,Manufacture of paper and paperboard,Luxembourg
LU,C1712,2022,Manufacture of paper and paperboard,Luxembourg
LU,C1712,2023,Manufacture of paper and paperboard,Luxembourg
LU,C1712,2024,Manufacture of paper and paperboard,Luxembourg
LU,C1729,2021,Manufacture of other articles of paper and paperboard,Luxembourg
LU,C1729,2022,Manufacture of other articles of paper and paperboard,Luxembourg
LU,C1729,2023,Manufacture of other articles of paper and paperboard,Luxembourg
LU,C1729,2024,Manufacture of other articles of paper and paperboard,Luxembourg
LU,C1814,2021,Binding and related services,Luxembourg
LU,C1814,2022,Binding and related services,Luxembourg
LU,C1814,2023,Binding and related services,Luxembourg
LU,C1814,2024,Binding and related services,Luxembourg
LU,C1820,2021,Reproduction of recorded media,Luxembourg
LU,C1820,2022,Reproduction of recorded media,Luxembourg
LU,C1820,2023,Reproduction of recorded media,Luxembourg
LU,C1820,2024,Reproduction of recorded media,Luxembourg
LU,C2013,2024,Manufacture of other inorganic basic chemicals,Luxembourg
LU,C2016,2021,Manufacture of plastics in primary forms,Luxembourg
LU,C2016,2022,Manufacture of plastics in primary forms,Luxembourg
LU,C2016,2023,Manufacture of plastics in primary forms,Luxembourg
LU,C2016,2024,Manufacture of plastics in primary forms,Luxembourg
LU,C2030,2021,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",Luxembourg
LU,C2030,2022,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",Luxembourg
LU,C2030,2023,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",Luxembourg
LU,C2030,2024,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",Luxembourg
LU,C2041,2021,"Manufacture of soap and detergents, cleaning and polishing preparations",Luxembourg
LU,C2041,2022,"Manufacture of soap and detergents, cleaning and polishing preparations",Luxembourg
LU,C2041,2023,"Manufacture of soap and detergents, cleaning and polishing preparations",Luxembourg
LU,C2041,2024,"Manufacture of soap and detergents, cleaning and polishing preparations",Luxembourg
LU,C2059,2021,Manufacture of other chemical products n.e.c.,Luxembourg
LU,C2059,2022,Manufacture of other chemical products n.e.c.,Luxembourg
LU,C2059,2023,Manufacture of other chemical products n.e.c.,Luxembourg
LU,C2059,2024,Manufacture of other chemical products n.e.c.,Luxembourg
LU,C2060,2021,Manufacture of man-made fibres,Luxembourg
LU,C2060,2022,Manufacture of man-made fibres,Luxembourg
LU,C2060,2023,Manufacture of man-made fibres,Luxembourg
LU,C2060,2024,Manufacture of man-made fibres,Luxembourg
LU,C2120,2021,Manufacture of pharmaceutical preparations,Luxembourg
LU,C2120,2022,Manufacture of pharmaceutical preparations,Luxembourg
LU,C2120,2023,Manufacture of pharmaceutical preparations,Luxembourg
LU,C2120,2024,Manufacture of pharmaceutical preparations,Luxembourg
LU,C2211,2021,"""Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres""",Luxembourg
LU,C2211,2022,"""Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres""",Luxembourg
LU,C2211,2023,"""Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres""",Luxembourg
LU,C2211,2024,"""Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres""",Luxembourg
LU,C2219,2021,Manufacture of other rubber products,Luxembourg
LU,C2219,2022,Manufacture of other rubber products,Luxembourg
LU,C2219,2023,Manufacture of other rubber products,Luxembourg
LU,C2219,2024,Manufacture of other rubber products,Luxembourg
LU,C2221,2021,"Manufacture of plastic plates, sheets, tubes and profiles",Luxembourg
LU,C2221,2022,"Manufacture of plastic plates, sheets, tubes and profiles",Luxembourg
LU,C2221,2023,"Manufacture of plastic plates, sheets, tubes and profiles",Luxembourg
LU,C2221,2024,"Manufacture of plastic plates, sheets, tubes and profiles",Luxembourg
LU,C2222,2021,Manufacture of plastic packing goods,Luxembourg
LU,C2222,2022,Manufacture of plastic packing goods,Luxembourg
LU,C2222,2023,Manufacture of plastic packing goods,Luxembourg
LU,C2222,2024,Manufacture of plastic packing goods,Luxembourg
LU,C2223,2021,Manufacture of builders' ware of plastic,Luxembourg
LU,C2223,2022,Manufacture of builders' ware of plastic,Luxembourg
LU,C2223,2023,Manufacture of builders' ware of plastic,Luxembourg
LU,C2223,2024,Manufacture of builders' ware of plastic,Luxembourg
LU,C2229,2021,Manufacture of other plastic products,Luxembourg
LU,C2229,2022,Manufacture of other plastic products,Luxembourg
LU,C2229,2023,Manufacture of other plastic products,Luxembourg
LU,C2229,2024,Manufacture of other plastic products,Luxembourg
LU,C2311,2021,Manufacture of flat glass,Luxembourg
LU,C2311,2022,Manufacture of flat glass,Luxembourg
LU,C2311,2023,Manufacture of flat glass,Luxembourg
LU,C2311,2024,Manufacture of flat glass,Luxembourg
LU,C2312,2021,Shaping and processing of flat glass,Luxembourg
LU,C2312,2022,Shaping and processing of flat glass,Luxembourg
LU,C2312,2023,Shaping and processing of flat glass,Luxembourg
LU,C2312,2024,Shaping and processing of flat glass,Luxembourg
LU,C2313,2021,Manufacture of hollow glass,Luxembourg
LU,C2313,2022,Manufacture of hollow glass,Luxembourg
LU,C2313,2023,Manufacture of hollow glass,Luxembourg
LU,C2313,2024,Manufacture of hollow glass,Luxembourg
LU,C2319,2024,"Manufacture and processing of other glass, including technical glassware",Luxembourg
LU,C2332,2022,"Manufacture of bricks, tiles and construction products, in baked clay",Luxembourg
LU,C2332,2023,"Manufacture of bricks, tiles and construction products, in baked clay",Luxembourg
LU,C2332,2024,"Manufacture of bricks, tiles and construction products, in baked clay",Luxembourg
LU,C2341,2021,Manufacture of ceramic household and ornamental articles,Luxembourg
LU,C2341,2022,Manufacture of ceramic household and ornamental articles,Luxembourg
LU,C2341,2023,Manufacture of ceramic household and ornamental articles,Luxembourg
LU,C2341,2024,Manufacture of ceramic household and ornamental articles,Luxembourg
LU,C2344,2021,Manufacture of other technical ceramic products,Luxembourg
LU,C2344,2022,Manufacture of other technical ceramic products,Luxembourg
LU,C2344,2023,Manufacture of other technical ceramic products,Luxembourg
LU,C2344,2024,Manufacture of other technical ceramic products,Luxembourg
LU,C2351,2021,Manufacture of cement,Luxembourg
LU,C2351,2022,Manufacture of cement,Luxembourg
LU,C2351,2023,Manufacture of cement,Luxembourg
LU,C2351,2024,Manufacture of cement,Luxembourg
LU,C2361,2021,Manufacture of concrete products for construction purposes,Luxembourg
LU,C2361,2022,Manufacture of concrete products for construction purposes,Luxembourg
LU,C2361,2023,Manufacture of concrete products for construction purposes,Luxembourg
LU,C2361,2024,Manufacture of concrete products for construction purposes,Luxembourg
LU,C2363,2021,Manufacture of ready-mixed concrete,Luxembourg
LU,C2363,2022,Manufacture of ready-mixed concrete,Luxembourg
LU,C2363,2023,Manufacture of ready-mixed concrete,Luxembourg
LU,C2363,2024,Manufacture of ready-mixed concrete,Luxembourg
LU,C2369,2021,"Manufacture of other articles of concrete, plaster and cement",Luxembourg
LU,C2369,2022,"Manufacture of other articles of concrete, plaster and cement",Luxembourg
LU,C2391,2021,Production of abrasive products,Luxembourg
LU,C2391,2022,Production of abrasive products,Luxembourg
LU,C2391,2023,Production of abrasive products,Luxembourg
LU,C2391,2024,Production of abrasive products,Luxembourg
LU,C2410,2021,Manufacture of basic iron and steel and of ferro-alloys,Luxembourg
LU,C2410,2022,Manufacture of basic iron and steel and of ferro-alloys,Luxembourg
LU,C2410,2023,Manufacture of basic iron and steel and of ferro-alloys,Luxembourg
LU,C2410,2024,Manufacture of basic iron and steel and of ferro-alloys,Luxembourg
LU,C2433,2021,Cold forming or folding,Luxembourg
LU,C2433,2022,Cold forming or folding,Luxembourg
LU,C2433,2023,Cold forming or folding,Luxembourg
LU,C2433,2024,Cold forming or folding,Luxembourg
LU,C2434,2021,Cold drawing of wire,Luxembourg
